Taxon	Major_Clade	Minor_Clade
Oopsacas	Opisthokonta	Metazoa
Ornithorhynchus	Opisthokonta	Metazoa
Oscarella	Opisthokonta	Metazoa
Panonychus	Opisthokonta	Metazoa
Paramacrobiotus	Opisthokonta	Metazoa
Paramuricea	Opisthokonta	Metazoa
Parasteatoda	Opisthokonta	Metazoa
Patiria	Opisthokonta	Metazoa
Petromyzon	Opisthokonta	Metazoa
Physeter	Opisthokonta	Metazoa
Pocillopora	Opisthokonta	Metazoa
Polypterus	Opisthokonta	Metazoa
Pomphorhynchus	Opisthokonta	Metazoa
Porites	Opisthokonta	Metazoa
Priapulus	Opisthokonta	Metazoa
Procambarus	Opisthokonta	Metazoa
Protopterus	Opisthokonta	Metazoa
Ptychodera	Opisthokonta	Metazoa
Ramazzottius	Opisthokonta	Metazoa
Rhincodon	Opisthokonta	Metazoa
Rhopilema	Opisthokonta	Metazoa
Ridgeia	Opisthokonta	Metazoa
Rotaria	Opisthokonta	Metazoa
Saccoglossus	Opisthokonta	Metazoa
Schistosoma	Opisthokonta	Metazoa
Scolopendra	Opisthokonta	Metazoa
Scutigera	Opisthokonta	Metazoa
Strix	Opisthokonta	Metazoa
Strongylocentrotus	Opisthokonta	Metazoa
Sycon	Opisthokonta	Metazoa
Tachypleus	Opisthokonta	Metazoa
Tigriopus	Opisthokonta	Metazoa
Tribolium	Opisthokonta	Metazoa
Trichinella	Opisthokonta	Metazoa
Trichoplax	Opisthokonta	Metazoa
Tubulanus	Opisthokonta	Metazoa
Uloborus	Opisthokonta	Metazoa
Varroa	Opisthokonta	Metazoa
Vipera	Opisthokonta	Metazoa
Watersipora	Opisthokonta	Metazoa
Aiolochroia	Opisthokonta	Metazoa
Aplysina	Opisthokonta	Metazoa
Beroe	Opisthokonta	Metazoa
Chondrilla	Opisthokonta	Metazoa
Copula	Opisthokonta	Metazoa
Deiopea	Opisthokonta	Metazoa
Dendrilla	Opisthokonta	Metazoa
Halisarca	Opisthokonta	Metazoa
Hoilungia	Opisthokonta	Metazoa
Hormiphora	Opisthokonta	Metazoa
Ianthella	Opisthokonta	Metazoa
Mesodasys	Opisthokonta	Metazoa
Ocyropsis	Opisthokonta	Metazoa
Pheronema	Opisthokonta	Metazoa
Polymastia	Opisthokonta	Metazoa
Scyphidium	Opisthokonta	Metazoa
Vallicula	Opisthokonta	Metazoa
Velamen	Opisthokonta	Metazoa
Walteria	Opisthokonta	Metazoa
Fonticula	Opisthokonta	Rotosphaerida
Nuclearia	Opisthokonta	Rotosphaerida
Nuclearia	Opisthokonta	Rotosphaerida
Nuclearia	Opisthokonta	Rotosphaerida
Parvularia	Opisthokonta	Rotosphaerida
Pompholyxophrys	Opisthokonta	Rotosphaerida
Aulacantha	Rhizaria	Cercozoa
Bigelowiella	Rhizaria	Cercozoa
Bigelowiella	Rhizaria	Cercozoa
Bigelowiella		
Brevimastigomonas	Rhizaria	Cercozoa
Chlorarachnion	Rhizaria	Cercozoa
Ebria	Rhizaria	Cercozoa
Fisculla	Rhizaria	Cercozoa
Katarium	Rhizaria	Cercozoa
Lotharella	Rhizaria	Cercozoa
Lotharella	Rhizaria	Cercozoa
Lotharella	Rhizaria	Cercozoa
Orciraptor	Rhizaria	Cercozoa
Partenskyella	Rhizaria	Cercozoa
Protocystis	Rhizaria	Cercozoa
Rhogostoma	Rhizaria	Cercozoa
Rhogostoma	Rhizaria	Cercozoa
Rhogostoma	Rhizaria	Cercozoa
Rhogostoma	Rhizaria	Cercozoa
Rhogostoma	Rhizaria	Cercozoa
Rhogostoma	Rhizaria	Cercozoa
Rhogostoma	Rhizaria	Cercozoa
Rhogostoma	Rhizaria	Cercozoa
Saccharomycomorpha	Rhizaria	Cercozoa
Verrucomonas	Rhizaria	Cercozoa
Marteilia	Rhizaria	Endomyxa
Plasmodiophora	Rhizaria	Endomyxa
Leptophrys	Rhizaria	Endomyxa
Maullinia	Rhizaria	Endomyxa
Mikrocytos	Rhizaria	Endomyxa
Polymyxa	Rhizaria	Endomyxa
Spongospora	Rhizaria	Endomyxa
Reticulomyxa	Rhizaria	Retaria
Allogromia	Rhizaria	Retaria
Ammonia	Rhizaria	Retaria
Amphisorus	Rhizaria	Retaria
Aschemonella	Rhizaria	Retaria
Bolivina	Rhizaria	Retaria
Bolivina	Rhizaria	Retaria
Bolivina	Rhizaria	Retaria
Bolivinella	Rhizaria	Retaria
Calcarina	Rhizaria	Retaria
Cancris	Rhizaria	Retaria
Cassidulina	Rhizaria	Retaria
Cribrostomoides	Rhizaria	Retaria
Cymbaloporetta	Rhizaria	Retaria
Eggerelloides	Rhizaria	Retaria
Elphidium	Rhizaria	Retaria
Elphidium	Rhizaria	Retaria
Eucyrtidium	Rhizaria	Retaria
Globigerinoides	Rhizaria	Retaria
Globigerinoides	Rhizaria	Retaria
Globobulimina	Rhizaria	Retaria
Globobulimina	Rhizaria	Retaria
Globobulimina	Rhizaria	Retaria
Haynesina	Rhizaria	Retaria
Hippocrepina	Rhizaria	Retaria
Hippocrepinella	Rhizaria	Retaria
Hippocrepinella	Rhizaria	Retaria
Nonionella	Rhizaria	Retaria
Nonionella	Rhizaria	Retaria
Nonionellina	Rhizaria	Retaria
Nonionoides	Rhizaria	Retaria
Psammophaga	Rhizaria	Retaria
Pseudothurammina	Rhizaria	Retaria
Pseudowebbinella	Rhizaria	Retaria
Quinqueloculina	Rhizaria	Retaria
Shinkaiya	Rhizaria	Retaria
Textularia	Rhizaria	Retaria
Thalassicolla	Rhizaria	Retaria
Toxisarcon	Rhizaria	Retaria
Trochammina	Rhizaria	Retaria
Uvigerina	Rhizaria	Retaria
Valvulineria	Rhizaria	Retaria
Glossomastix	Stramenopila	 Pinguiophyceae
Phaeomonas	Stramenopila	 Pinguiophyceae
Pinguiococcus	Stramenopila	 Pinguiophyceae
Chattonella	Stramenopila	 Raphidophyceae
Chattonella	Stramenopila	 Raphidophyceae
Fibrocapsa	Stramenopila	 Raphidophyceae
Gonyostomum	Stramenopila	 Raphidophyceae
Chlamydomyxa	Stramenopila	 Synurophyceae
Poterioochromonas	Stramenopila	 Synurophyceae
Actinophrys	Stramenopila	Actinophryidae
Chaetoceros	Stramenopila	Bacillariophyta
Conticribra	Stramenopila	Bacillariophyta
Cyclotella	Stramenopila	Bacillariophyta
Cylindrotheca	Stramenopila	Bacillariophyta
Discostella	Stramenopila	Bacillariophyta
Epithema	Stramenopila	Bacillariophyta
Fistulifera	Stramenopila	Bacillariophyta
Fragilaria	Stramenopila	Bacillariophyta
Fragilariopsis	Stramenopila	Bacillariophyta
Mayamaea	Stramenopila	Bacillariophyta
Mediolabrus	Stramenopila	Bacillariophyta
Nitzschia	Stramenopila	Bacillariophyta
Phaeodactylum	Stramenopila	Bacillariophyta
Seminavis	Stramenopila	Bacillariophyta
Skeletonema	Stramenopila	Bacillariophyta
Stephanodiscus	Stramenopila	Bacillariophyta
Thalassiosira	Stramenopila	Bacillariophyta
Acanthoceras	Stramenopila	Bacillariophyta
Achnanthes	Stramenopila	Bacillariophyta
Achnanthes	Stramenopila	Bacillariophyta
Achnanthidium	Stramenopila	Bacillariophyta
Actinocyclus	Stramenopila	Bacillariophyta
Actinoptychus	Stramenopila	Bacillariophyta
Amphora	Stramenopila	Bacillariophyta
Amphora	Stramenopila	Bacillariophyta
Ardissoneopsis	Stramenopila	Bacillariophyta
Astartiella	Stramenopila	Bacillariophyta
Asterionella	Stramenopila	Bacillariophyta
Asterionellopsis	Stramenopila	Bacillariophyta
Astrosyne	Stramenopila	Bacillariophyta
Attheya	Stramenopila	Bacillariophyta
Attheya	Stramenopila	Bacillariophyta
Aulacodiscus	Stramenopila	Bacillariophyta
Aulacoseira	Stramenopila	Bacillariophyta
Auricula	Stramenopila	Bacillariophyta
Bacillaria	Stramenopila	Bacillariophyta
Bacterosira	Stramenopila	Bacillariophyta
Bellerochea	Stramenopila	Bacillariophyta
Bellerochea	Stramenopila	Bacillariophyta
Biddulphiella	Stramenopila	Bacillariophyta
Biremis	Stramenopila	Bacillariophyta
Brockmanniella	Stramenopila	Bacillariophyta
Caloneis	Stramenopila	Bacillariophyta
Campylodiscus	Stramenopila	Bacillariophyta
Campylosira	Stramenopila	Bacillariophyta
Castoridens	Stramenopila	Bacillariophyta
Cerataulina	Stramenopila	Bacillariophyta
Cerataulina	Stramenopila	Bacillariophyta
Cerataulus	Stramenopila	Bacillariophyta
Chaetoceros	Stramenopila	Bacillariophyta
Chaetoceros	Stramenopila	Bacillariophyta
Chaetoceros	Stramenopila	Bacillariophyta
Chaetoceros	Stramenopila	Bacillariophyta
Chaetoceros	Stramenopila	Bacillariophyta
Chaetoceros	Stramenopila	Bacillariophyta
Chaetoceros	Stramenopila	Bacillariophyta
Chaetoceros	Stramenopila	Bacillariophyta
Chaetoceros	Stramenopila	Bacillariophyta
Chaetoceros	Stramenopila	Bacillariophyta
Chaetoceros	Stramenopila	Bacillariophyta
Chaetoceros	Stramenopila	Bacillariophyta
Cocconeis	Stramenopila	Bacillariophyta
Conticribra	Stramenopila	Bacillariophyta
Corethron	Stramenopila	Bacillariophyta
Coscinodiscus	Stramenopila	Bacillariophyta
Coscinodiscus	Stramenopila	Bacillariophyta
Craspedostauros	Stramenopila	Bacillariophyta
Craticula	Stramenopila	Bacillariophyta
Cyclophora	Stramenopila	Bacillariophyta
Cyclostephanos	Stramenopila	Bacillariophyta
Cyclotella	Stramenopila	Bacillariophyta
Cyclotella	Stramenopila	Bacillariophyta
Cyclotella	Stramenopila	Bacillariophyta
Cyclotella	Stramenopila	Bacillariophyta
Cymatosira	Stramenopila	Bacillariophyta
Cymbella	Stramenopila	Bacillariophyta
Cymbellonitzschia	Stramenopila	Bacillariophyta
Dactyliosolen	Stramenopila	Bacillariophyta
Decussiphycus	Stramenopila	Bacillariophyta
Delphineis	Stramenopila	Bacillariophyta
Denticula	Stramenopila	Bacillariophyta
Detonula	Stramenopila	Bacillariophyta
Detonula	Stramenopila	Bacillariophyta
Diadesmis	Stramenopila	Bacillariophyta
Diatoma	Stramenopila	Bacillariophyta
Diploneis	Stramenopila	Bacillariophyta
Diploneis	Stramenopila	Bacillariophyta
Diprora	Stramenopila	Bacillariophyta
Discostella	Stramenopila	Bacillariophyta
Discostella	Stramenopila	Bacillariophyta
Ditylum	Stramenopila	Bacillariophyta
Donkinia	Stramenopila	Bacillariophyta
Encyonema	Stramenopila	Bacillariophyta
Endictya	Stramenopila	Bacillariophyta
Entomoneis	Stramenopila	Bacillariophyta
Entomoneis	Stramenopila	Bacillariophyta
Epithemia	Stramenopila	Bacillariophyta
Epithemia	Stramenopila	Bacillariophyta
Eucampia	Stramenopila	Bacillariophyta
Eunotia	Stramenopila	Bacillariophyta
Eunotia	Stramenopila	Bacillariophyta
Eunotogramma	Stramenopila	Bacillariophyta
Extubocellulus	Stramenopila	Bacillariophyta
Fallacia	Stramenopila	Bacillariophyta
Florella	Stramenopila	Bacillariophyta
Fragilaria	Stramenopila	Bacillariophyta
Fragilaria	Stramenopila	Bacillariophyta
Fragilariforma	Stramenopila	Bacillariophyta
Fragilariopsis	Stramenopila	Bacillariophyta
Geissleria	Stramenopila	Bacillariophyta
Gomphonema	Stramenopila	Bacillariophyta
Gomphonema	Stramenopila	Bacillariophyta
Grammatophora	Stramenopila	Bacillariophyta
Grammatophora	Stramenopila	Bacillariophyta
Grammatophora	Stramenopila	Bacillariophyta
Grammonema	Stramenopila	Bacillariophyta
Guinardia	Stramenopila	Bacillariophyta
Gyrosigma	Stramenopila	Bacillariophyta
Haslea	Stramenopila	Bacillariophyta
Hemiaulus	Stramenopila	Bacillariophyta
Hobaniella	Stramenopila	Bacillariophyta
Iconella	Stramenopila	Bacillariophyta
Lauderia	Stramenopila	Bacillariophyta
Leptocylindrus	Stramenopila	Bacillariophyta
Leptocylindrus	Stramenopila	Bacillariophyta
Leyanella	Stramenopila	Bacillariophyta
Licmophora	Stramenopila	Bacillariophyta
Licmophora	Stramenopila	Bacillariophyta
Lithodesmium	Stramenopila	Bacillariophyta
Lithodesmium	Stramenopila	Bacillariophyta
Lucanicum	Stramenopila	Bacillariophyta
Mastodiscus	Stramenopila	Bacillariophyta
Mastogloia	Stramenopila	Bacillariophyta
Mastogloia	Stramenopila	Bacillariophyta
Meridion	Stramenopila	Bacillariophyta
Microtabella	Stramenopila	Bacillariophyta
Minidiscus	Stramenopila	Bacillariophyta
Minidiscus	Stramenopila	Bacillariophyta
Minidiscus	Stramenopila	Bacillariophyta
Minutocellus	Stramenopila	Bacillariophyta
Nanofrustulum	Stramenopila	Bacillariophyta
Nanofrustulum	Stramenopila	Bacillariophyta
Nanofrustulum	Stramenopila	Bacillariophyta
Navicula	Stramenopila	Bacillariophyta
Navicula	Stramenopila	Bacillariophyta
Navicula	Stramenopila	Bacillariophyta
Navicula	Stramenopila	Bacillariophyta
Navicula	Stramenopila	Bacillariophyta
Navicula	Stramenopila	Bacillariophyta
Navicula	Stramenopila	Bacillariophyta
Navicula	Stramenopila	Bacillariophyta
Navicula	Stramenopila	Bacillariophyta
Neidium	Stramenopila	Bacillariophyta
Neobrightwellia	Stramenopila	Bacillariophyta
Neobrightwellia	Stramenopila	Bacillariophyta
Neodelphineis	Stramenopila	Bacillariophyta
Neofragilaria	Stramenopila	Bacillariophyta
Nitzschia	Stramenopila	Bacillariophyta
Nitzschia	Stramenopila	Bacillariophyta
Nitzschia	Stramenopila	Bacillariophyta
Nitzschia	Stramenopila	Bacillariophyta
Nitzschia	Stramenopila	Bacillariophyta
Nitzschia	Stramenopila	Bacillariophyta
Odontella	Stramenopila	Bacillariophyta
Odontella	Stramenopila	Bacillariophyta
Opephora	Stramenopila	Bacillariophyta
Orizaformis	Stramenopila	Bacillariophyta
Orthoseira	Stramenopila	Bacillariophyta
Papiliocellulus	Stramenopila	Bacillariophyta
Paralia	Stramenopila	Bacillariophyta
Paralia	Stramenopila	Bacillariophyta
Pinnularia	Stramenopila	Bacillariophyta
Plagiogramma	Stramenopila	Bacillariophyta
Plagiogramma	Stramenopila	Bacillariophyta
Plagiostriata	Stramenopila	Bacillariophyta
Planktoniella	Stramenopila	Bacillariophyta
Planktoniella	Stramenopila	Bacillariophyta
Planothidium	Stramenopila	Bacillariophyta
Pleurosira	Stramenopila	Bacillariophyta
Podocystis	Stramenopila	Bacillariophyta
Podosira	Stramenopila	Bacillariophyta
Podosira	Stramenopila	Bacillariophyta
Porosira	Stramenopila	Bacillariophyta
Porosira	Stramenopila	Bacillariophyta
Proboscia	Stramenopila	Bacillariophyta
Proboscia	Stramenopila	Bacillariophyta
Proschkinia	Stramenopila	Bacillariophyta
Protokeelia	Stramenopila	Bacillariophyta
Psammodictyon	Stramenopila	Bacillariophyta
Psammoneis	Stramenopila	Bacillariophyta
Psammotaenia	Stramenopila	Bacillariophyta
Pseudauliscus	Stramenopila	Bacillariophyta
Pseudictyota	Stramenopila	Bacillariophyta
Pseudoleyanella	Stramenopila	Bacillariophyta
Pseudostriatella	Stramenopila	Bacillariophyta
Ralfsiella	Stramenopila	Bacillariophyta
Rhabdonema	Stramenopila	Bacillariophyta
Rhizosolenia	Stramenopila	Bacillariophyta
Rhoikoneis	Stramenopila	Bacillariophyta
Roundia	Stramenopila	Bacillariophyta
Schizostauron	Stramenopila	Bacillariophyta
Sellaphora	Stramenopila	Bacillariophyta
Serratifera	Stramenopila	Bacillariophyta
Skeletonema	Stramenopila	Bacillariophyta
Skeletonema	Stramenopila	Bacillariophyta
Skeletonema	Stramenopila	Bacillariophyta
Skeletonema	Stramenopila	Bacillariophyta
Skeletonema	Stramenopila	Bacillariophyta
Skeletonema	Stramenopila	Bacillariophyta
Skeletonema	Stramenopila	Bacillariophyta
Skeletonema	Stramenopila	Bacillariophyta
Stauroneis	Stramenopila	Bacillariophyta
Staurotropis	Stramenopila	Bacillariophyta
Stellarima	Stramenopila	Bacillariophyta
Stephanodiscus	Stramenopila	Bacillariophyta
Stephanodiscus	Stramenopila	Bacillariophyta
Stephanopyxis	Stramenopila	Bacillariophyta
Stephanopyxis	Stramenopila	Bacillariophyta
Sternimirus	Stramenopila	Bacillariophyta
Stoermeria	Stramenopila	Bacillariophyta
Striatella	Stramenopila	Bacillariophyta
Sundstroemia	Stramenopila	Bacillariophyta
Surirella	Stramenopila	Bacillariophyta
Synedra	Stramenopila	Bacillariophyta
Tabellaria	Stramenopila	Bacillariophyta
Tabularia	Stramenopila	Bacillariophyta
Talaroneis	Stramenopila	Bacillariophyta
Tenuicylindrus	Stramenopila	Bacillariophyta
Tetramphora	Stramenopila	Bacillariophyta
Thalassionema	Stramenopila	Bacillariophyta
Thalassionema	Stramenopila	Bacillariophyta
Thalassiophysa	Stramenopila	Bacillariophyta
Thalassiosira	Stramenopila	Bacillariophyta
Thalassiosira	Stramenopila	Bacillariophyta
Thalassiosira	Stramenopila	Bacillariophyta
Thalassiosira	Stramenopila	Bacillariophyta
Thalassiosira	Stramenopila	Bacillariophyta
Thalassiosira	Stramenopila	Bacillariophyta
Thalassiosira	Stramenopila	Bacillariophyta
Thalassiosira	Stramenopila	Bacillariophyta
Thalassiosira	Stramenopila	Bacillariophyta
Thalassiosira	Stramenopila	Bacillariophyta
Thalassiosira	Stramenopila	Bacillariophyta
Thalassiosira	Stramenopila	Bacillariophyta
Thalassiosira	Stramenopila	Bacillariophyta
Thalassiosira	Stramenopila	Bacillariophyta
Thalassiosira	Stramenopila	Bacillariophyta
Thalassiothrix	Stramenopila	Bacillariophyta
Toxarium	Stramenopila	Bacillariophyta
Triceratium	Stramenopila	Bacillariophyta
Trieres	Stramenopila	Bacillariophyta
Tryblionella	Stramenopila	Bacillariophyta
Tryblionella	Stramenopila	Bacillariophyta
Tryblionella	Stramenopila	Bacillariophyta
Tryblionella	Stramenopila	Bacillariophyta
Ulnaria	Stramenopila	Bacillariophyta
Ulnaria	Stramenopila	Bacillariophyta
Urosolenia	Stramenopila	Bacillariophyta
Triparma	Stramenopila	Bolidophyceae
Triparma	Stramenopila	Bolidophyceae
Triparma	Stramenopila	Bolidophyceae
Chromulina	Stramenopila	Chrysophyceae
Chromulina	Stramenopila	Chrysophyceae
Chrysamoeba	Stramenopila	Chrysophyceae
Dinobryon	Stramenopila	Chrysophyceae
Dinobryon	Stramenopila	Chrysophyceae
Hydrurus	Stramenopila	Chrysophyceae
Kremastochrysopsis	Stramenopila	Chrysophyceae
Ochromonas	Stramenopila	Chrysophyceae
Ochromonas	Stramenopila	Chrysophyceae
Ochromonas	Stramenopila	Chrysophyceae
Paraphysomonas	Stramenopila	Chrysophyceae
Paraphysomonas	Stramenopila	Chrysophyceae
Paraphysomonas	Stramenopila	Chrysophyceae
Paraphysomonas	Stramenopila	Chrysophyceae
Pedospumella	Stramenopila	Chrysophyceae
Phaeobotrys	Stramenopila	Chrysophyceae
Poteriospumella	Stramenopila	Chrysophyceae
Spumella	Stramenopila	Chrysophyceae
Spumella	Stramenopila	Chrysophyceae
Cubaremonas	Stramenopila	Developea
Develocanicus	Stramenopila	Developea
Develocauda	Stramenopila	Developea
Developayella	Stramenopila	Developea
Mediocremonas	Stramenopila	Developea
Apedinella	Stramenopila	Dictyochophyceae
Dictyocha	Stramenopila	Dictyochophyceae
Florenciella	Stramenopila	Dictyochophyceae
Mesopedinella	Stramenopila	Dictyochophyceae
Pseudopedinella	Stramenopila	Dictyochophyceae
Pteridomonas	Stramenopila	Dictyochophyceae
Rhizochromulina	Stramenopila	Dictyochophyceae
Nannochloropsis	Stramenopila	Eustigmatophyceae
Monodopsis	Stramenopila	Eustigmatophyceae
Nannochloropsis	Stramenopila	Eustigmatophyceae
Pseudostaurastrum	Stramenopila	Eustigmatophyceae
Trachydiscus	Stramenopila	Eustigmatophyceae
Vacuoliviride	Stramenopila	Eustigmatophyceae
Vischeria	Stramenopila	Eustigmatophyceae
Vischeria	Stramenopila	Eustigmatophyceae
Vischeria	Stramenopila	Eustigmatophyceae
Mastreximonas	Stramenopila	incertae sedis
Platysulcus	Stramenopila	Incertae sedis
Aplanochytrium	Stramenopila	Labyrinthulomycetes
Schizochytrium	Stramenopila	Labyrinthulomycetes
Schizochytrium	Stramenopila	Labyrinthulomycetes
Thraustochytrium	Stramenopila	Labyrinthulomycetes
Olisthodiscus	Stramenopila	Olisthodiscophyceae
Albugo	Stramenopila	Oomycota
Aphanomyces	Stramenopila	Oomycota
Aphanomyces	Stramenopila	Oomycota
Aphanomyces	Stramenopila	Oomycota
Aphanomyces	Stramenopila	Oomycota
Bremia	Stramenopila	Oomycota
Hyaloperonospora	Stramenopila	Oomycota
Lagenidium	Stramenopila	Oomycota
Peronosclerospora	Stramenopila	Oomycota
Peronospora	Stramenopila	Oomycota
Peronospora	Stramenopila	Oomycota
Peronospora	Stramenopila	Oomycota
Peronospora	Stramenopila	Oomycota
Phytophthora	Stramenopila	Oomycota
Phytophthora	Stramenopila	Oomycota
Phytophthora	Stramenopila	Oomycota
Phytophthora	Stramenopila	Oomycota
Phytophthora	Stramenopila	Oomycota
Phytophthora	Stramenopila	Oomycota
Phytophthora	Stramenopila	Oomycota
Phytophthora	Stramenopila	Oomycota
Phytophthora	Stramenopila	Oomycota
Phytophthora	Stramenopila	Oomycota
Plasmopara	Stramenopila	Oomycota
Pythium	Stramenopila	Oomycota
Pythium	Stramenopila	Oomycota
Saprolegnia	Stramenopila	Oomycota
Saprolegnia	Stramenopila	Oomycota
Albugo	Stramenopila	Oomycota
Aphanomyces	Stramenopila	Oomycota
Globisporangium	Stramenopila	Oomycota
Globisporangium	Stramenopila	Oomycota
Globisporangium	Stramenopila	Oomycota
Globisporangium	Stramenopila	Oomycota
Hyaloperonospora	Stramenopila	Oomycota
Peronospora	Stramenopila	Oomycota
Phytophthora	Stramenopila	Oomycota
Phytophthora	Stramenopila	Oomycota
Phytophthora	Stramenopila	Oomycota
Phytophthora	Stramenopila	Oomycota
Phytophthora	Stramenopila	Oomycota
Phytophthora	Stramenopila	Oomycota
Phytophthora	Stramenopila	Oomycota
Phytophthora	Stramenopila	Oomycota
Phytophthora	Stramenopila	Oomycota
Phytophthora	Stramenopila	Oomycota
Phytophthora	Stramenopila	Oomycota
Phytophthora	Stramenopila	Oomycota
Phytophthora	Stramenopila	Oomycota
Phytophthora	Stramenopila	Oomycota
Phytophthora	Stramenopila	Oomycota
Phytophthora	Stramenopila	Oomycota
Phytophthora	Stramenopila	Oomycota
Phytophthora	Stramenopila	Oomycota
Phytophthora	Stramenopila	Oomycota
Phytophthora	Stramenopila	Oomycota
Phytophthora	Stramenopila	Oomycota
Phytophthora	Stramenopila	Oomycota
Phytophthora	Stramenopila	Oomycota
Plasmopara	Stramenopila	Oomycota
Pseudoperonospora	Stramenopila	Oomycota
Pseudoperonospora	Stramenopila	Oomycota
Pythium	Stramenopila	Oomycota
Pythium	Stramenopila	Oomycota
Pythium	Stramenopila	Oomycota
Salisapilia	Stramenopila	Oomycota
Sclerospora	Stramenopila	Oomycota
Blastocystis	Stramenopila	Opalozoa
Hondaea	Stramenopila	Opalozoa
Cantina	Stramenopila	Opalozoa
Halocafeteria	Stramenopila	Opalozoa
Haloplacidia	Stramenopila	Opalozoa
Incisomonas	Stramenopila	Opalozoa
Pseudophyllomitus	Stramenopila	Opalozoa
Symbiomonas	Stramenopila	Opalozoa
Wobblia	Stramenopila	Opalozoa
Chrysophaeum	Stramenopila	Pelagophyceae
Pelagomonas	Stramenopila	Pelagophyceae
Aureoumbra	Stramenopila	Pelagophyceae
Chrysocystis	Stramenopila	Pelagophyceae
Pelagococcus	Stramenopila	Pelagophyceae
Picophagus	Stramenopila	Picophagaceae
Feodosia	Stramenopila	Pirsoniales
Koktebelia	Stramenopila	Pirsoniales
Pirsonia	Stramenopila	Pirsoniales
Pirsonia	Stramenopila	Pirsoniales
Ascophyllum	Stramenopila	PX Clade
Choristocarpus	Stramenopila	PX Clade
Discosporangium	Stramenopila	PX Clade
Ectocarpus	Stramenopila	PX Clade
Ectocarpus	Stramenopila	PX Clade
Laminaria	Stramenopila	PX Clade
Pylaiella	Stramenopila	PX Clade
Scytosiphon	Stramenopila	PX Clade
Sphacelaria	Stramenopila	PX Clade
Tribonema	Stramenopila	PX Clade
Agarum	Stramenopila	PX Clade
Alaria	Stramenopila	PX Clade
Alaria	Stramenopila	PX Clade
Ascoseira	Stramenopila	PX Clade
Aureophycus	Stramenopila	PX Clade
Botrydiopsis	Stramenopila	PX Clade
Chlorellidium	Stramenopila	PX Clade
Chorda	Stramenopila	PX Clade
Chordaria	Stramenopila	PX Clade
Cladosiphon	Stramenopila	PX Clade
Colpomenia	Stramenopila	PX Clade
Costaria	Stramenopila	PX Clade
Cymathaere	Stramenopila	PX Clade
Desmarestia	Stramenopila	PX Clade
Desmarestia	Stramenopila	PX Clade
Dictyopteris	Stramenopila	PX Clade
Dictyota	Stramenopila	PX Clade
Ecklonia	Stramenopila	PX Clade
Ecklonia	Stramenopila	PX Clade
Ecklonia	Stramenopila	PX Clade
Ectocarpus	Stramenopila	PX Clade
Ectocarpus	Stramenopila	PX Clade
Egregia	Stramenopila	PX Clade
Eisenia	Stramenopila	PX Clade
Elachista	Stramenopila	PX Clade
Feldmannia	Stramenopila	PX Clade
Fucus	Stramenopila	PX Clade
Fucus	Stramenopila	PX Clade
Fucus	Stramenopila	PX Clade
Fucus	Stramenopila	PX Clade
Fucus	Stramenopila	PX Clade
Fucus	Stramenopila	PX Clade
Fucus	Stramenopila	PX Clade
Halopteris	Stramenopila	PX Clade
Hedophyllum	Stramenopila	PX Clade
Heribaudiella	Stramenopila	PX Clade
Hesperophycus	Stramenopila	PX Clade
Heterococcus	Stramenopila	PX Clade
Himanthalia	Stramenopila	pX Clade
Ishige	Stramenopila	PX Clade
Laminaria	Stramenopila	PX Clade
Laminaria	Stramenopila	PX Clade
Laminarionema	Stramenopila	PX Clade
Lessonia	Stramenopila	PX Clade
Lessonia	Stramenopila	PX Clade
Macrocystis	Stramenopila	PX Clade
Macrocystis	Stramenopila	PX Clade
Myriotrichia	Stramenopila	PX Clade
Nemacystus	Stramenopila	PX Clade
Nereocystis	Stramenopila	PX Clade
Pelvetia	Stramenopila	PX Clade
Pelvetiopsis	Stramenopila	PX Clade
Pelvetiopsis	Stramenopila	PX Clade
Pelvetiopsis	Stramenopila	PX Clade
Petalonia	Stramenopila	PX Clade
Phaeosaccion	Stramenopila	PX Clade
Phaeoschizochlamys	Stramenopila	PX Clade
Pleurocladia	Stramenopila	PX Clade
Pleurophycus	Stramenopila	PX Clade
Porterinema	Stramenopila	PX Clade
Pseudochorda	Stramenopila	PX Clade
Pterygophora	Stramenopila	PX Clade
Punctaria	Stramenopila	PX Clade
Saccharina	Stramenopila	PX Clade
Saccharina	Stramenopila	PX Clade
Saccharina	Stramenopila	PX Clade
Saccharina	stramenopila	PX Clade
Saccorhiza	Stramenopila	PX Clade
Saccorhiza	Stramenopila	PX Clade
Sargassum	Stramenopila	PX Clade
Sargassum	Stramenopila	PX Clade
Sargassum	Stramenopila	PX Clade
Sargassum	Stramenopila	PX Clade
Sargassum	Stramenopila	PX Clade
Sargassum	Stramenopila	PX Clade
Sargassum	Stramenopila	PX Clade
Sargassum	Stramenopila	PX Clade
Sargassum	Stramenopila	PX Clade
Sargassum	Stramenopila	PX Clade
Schizocladia	Stramenopila	PX Clade
Scytosiphon	Stramenopila	PX Clade
Scytosiphon	Stramenopila	PX Clade
Silvetia	Stramenopila	PX Clade
Silvetia	Stramenopila	PX Clade
Sphaerotrichia	Stramenopila	PX Clade
Stichogloea	Stramenopila	PX Clade
Stichogloea	Stramenopila	PX Clade
Tetrasporopsis	Stramenopila	PX Clade
Tetrasporopsis	Stramenopila	PX Clade
Undaria	Stramenopila	PX Clade
Vaucheria	Stramenopila	PX Clade
